[INFO ] 2020-08-24 18:38:01,969 -- WorkingPath: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\
[INFO ] 2020-08-24 18:38:01,982 -- Your original rating data path: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\ratings.txt
[INFO ] 2020-08-24 18:38:01,983 -- Current working path: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\
[WARN ] 2020-08-24 18:38:01,988 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2020-08-24 18:38:02,069 -- User, Item, Rating, time:na, time:weekday, time:weekend, location:na, location:cinema, location:home, companion:na, companion:alone, companion:family, companion:partner
[INFO ] 2020-08-24 18:38:02,291 -- Data transformaton completed (from Compact to Binary format). See new rating file: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\train.csv
[INFO ] 2020-08-24 18:38:02,316 -- Dataset: ...e\source\datasets\results\train.csv
[INFO ] 2020-08-24 18:38:02,320 -- DataPath: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\train.csv
[INFO ] 2020-08-24 18:38:02,602 -- Rating data set has been successfully loaded.
[INFO ] 2020-08-24 18:38:02,626 -- 
/**************************************************************************************************
 *
 * Dataset: C:\Users\Waguinho\Documents\pesquisa\CARSKit_Interface\source\datasets\results\train.csv
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 97
 * Item amount: 79
 * Rate amount: 5035
 * Context dimensions: 3 (time, location, companion)
 * Context conditions: 10 (time: 3, location: 3, companion: 4)
 * Context situations: 13
 * Data density: 1,8230%
 * Scale distribution: [1.0 x 829, 2.0 x 625, 4.0 x 1209, 5.0 x 1367, 3.0 x 1005]
 * Average value of all ratings: 3,328892
 * Standard deviation of all ratings: 1,414777
 * Mode of all rating values: 5,000000
 * Median of all rating values: 4,000000
 *
 **************************************************************************************************/
[INFO ] 2020-08-24 18:38:02,630 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2020-08-24 18:38:02,655 -- Fold [1]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,672 -- Fold [2]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,687 -- Fold [3]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,702 -- Fold [4]: training amount: 4023, test amount: 1006
[DEBUG] 2020-08-24 18:38:02,709 -- Fold [5]: training amount: 4024, test amount: 1005
[DEBUG] 2020-08-24 18:38:03,486 -- CAMF_CU fold [4] iter 59: loss = 607.8436, delta_loss = -3.4695102E-5, learn_rate = 5.115319E-7
[DEBUG] 2020-08-24 18:38:03,488 -- CAMF_CU fold [5] iter 62: loss = 658.3778, delta_loss = 8.6768897E-4, learn_rate = 1.3427713E-7
[DEBUG] 2020-08-24 18:38:03,488 -- CAMF_CU fold [1] iter 60: loss = 634.1987, delta_loss = 0.0016041388, learn_rate = 2.5576594E-7
[DEBUG] 2020-08-24 18:38:03,493 -- CAMF_CU fold [2] iter 68: loss = 653.0274, delta_loss = 1.2328995E-4, learn_rate = 1.943032E-8
[DEBUG] 2020-08-24 18:38:03,493 -- CAMF_CU fold [4] iter 60: loss = 607.8421, delta_loss = 0.0015380544, learn_rate = 2.5576594E-7
[DEBUG] 2020-08-24 18:38:03,495 -- CAMF_CU fold [1] iter 61: loss = 634.1988, delta_loss = -1.43048965E-5, learn_rate = 2.6855426E-7
[DEBUG] 2020-08-24 18:38:03,495 -- CAMF_CU fold [3] iter 64: loss = 650.6515, delta_loss = 4.4753132E-4, learn_rate = 7.049549E-8
[DEBUG] 2020-08-24 18:38:03,499 -- CAMF_CU fold [2] iter 69: loss = 653.0274, delta_loss = -1.3526013E-6, learn_rate = 2.0401835E-8
[DEBUG] 2020-08-24 18:38:03,499 -- CAMF_CU fold [4] iter 61: loss = 607.8421, delta_loss = -1.8215504E-5, learn_rate = 2.6855426E-7
[DEBUG] 2020-08-24 18:38:03,500 -- CAMF_CU fold [1] iter 62: loss = 634.19794, delta_loss = 8.4217207E-4, learn_rate = 1.3427713E-7
[DEBUG] 2020-08-24 18:38:03,501 -- CAMF_CU fold [3] iter 65: loss = 650.6515, delta_loss = -3.9478364E-6, learn_rate = 7.4020264E-8
[DEBUG] 2020-08-24 18:38:03,504 -- CAMF_CU fold [2] iter 70: loss = 653.02734, delta_loss = 6.472722E-5, learn_rate = 1.0200917E-8
[DEBUG] 2020-08-24 18:38:03,505 -- CAMF_CU fold [4] iter 62: loss = 607.8413, delta_loss = 8.074778E-4, learn_rate = 1.3427713E-7
[DEBUG] 2020-08-24 18:38:03,506 -- CAMF_CU fold [1] iter 63: loss = 634.19794, delta_loss = -7.5102694E-6, learn_rate = 1.4099098E-7
[DEBUG] 2020-08-24 18:38:03,507 -- CAMF_CU fold [3] iter 66: loss = 650.65125, delta_loss = 2.349539E-4, learn_rate = 3.7010132E-8
[DEBUG] 2020-08-24 18:38:03,510 -- CAMF_CU fold [2] iter 71: loss = 653.02734, delta_loss = -7.1011164E-7, learn_rate = 1.0710964E-8
[DEBUG] 2020-08-24 18:38:03,512 -- CAMF_CU fold [1] iter 64: loss = 634.1975, delta_loss = 4.4214015E-4, learn_rate = 7.049549E-8
[DEBUG] 2020-08-24 18:38:03,512 -- CAMF_CU fold [3] iter 67: loss = 650.65125, delta_loss = -2.0726352E-6, learn_rate = 3.886064E-8
[DEBUG] 2020-08-24 18:38:03,515 -- CAMF_CU fold [5] iter 63: loss = 658.3778, delta_loss = -8.053962E-6, learn_rate = 1.4099098E-7
[DEBUG] 2020-08-24 18:38:03,515 -- CAMF_CU fold [2] iter 72: loss = 653.0273, delta_loss = 3.3981793E-5, learn_rate = 5.355482E-9
[DEBUG] 2020-08-24 18:38:03,518 -- CAMF_CU fold [4] iter 63: loss = 607.8413, delta_loss = -9.56329E-6, learn_rate = 1.4099098E-7
[DEBUG] 2020-08-24 18:38:03,518 -- CAMF_CU fold [3] iter 68: loss = 650.6511, delta_loss = 1.2335078E-4, learn_rate = 1.943032E-8
[DEBUG] 2020-08-24 18:38:03,521 -- CAMF_CU fold [2] iter 73: loss = 653.0273, delta_loss = -3.7282246E-7, learn_rate = 5.623256E-9
[DEBUG] 2020-08-24 18:38:03,522 -- CAMF_CU fold [5] iter 64: loss = 658.3773, delta_loss = 4.5553647E-4, learn_rate = 7.049549E-8
[DEBUG] 2020-08-24 18:38:03,523 -- CAMF_CU fold [4] iter 64: loss = 607.8409, delta_loss = 4.239256E-4, learn_rate = 7.049549E-8
[DEBUG] 2020-08-24 18:38:03,527 -- CAMF_CU fold [1] iter 65: loss = 634.1975, delta_loss = -3.9429397E-6, learn_rate = 7.4020264E-8
[DEBUG] 2020-08-24 18:38:03,528 -- CAMF_CU fold [5] iter 65: loss = 658.3773, delta_loss = -4.228389E-6, learn_rate = 7.4020264E-8
[DEBUG] 2020-08-24 18:38:03,530 -- CAMF_CU fold [4] iter 65: loss = 607.8409, delta_loss = -5.0207686E-6, learn_rate = 7.4020264E-8
[DEBUG] 2020-08-24 18:38:03,532 -- CAMF_CU fold [1] iter 66: loss = 634.19727, delta_loss = 2.3212351E-4, learn_rate = 3.7010132E-8
[DEBUG] 2020-08-24 18:38:03,533 -- CAMF_CU fold [5] iter 66: loss = 658.3771, delta_loss = 2.391566E-4, learn_rate = 3.7010132E-8
[DEBUG] 2020-08-24 18:38:03,534 -- CAMF_CU fold [3] iter 69: loss = 650.6511, delta_loss = -1.0881317E-6, learn_rate = 2.0401835E-8
[DEBUG] 2020-08-24 18:38:03,536 -- CAMF_CU fold [4] iter 66: loss = 607.8407, delta_loss = 2.2256089E-4, learn_rate = 3.7010132E-8
[DEBUG] 2020-08-24 18:38:03,538 -- CAMF_CU fold [1] iter 67: loss = 634.19727, delta_loss = -2.0700668E-6, learn_rate = 3.886064E-8
[DEBUG] 2020-08-24 18:38:03,539 -- CAMF_CU fold [5] iter 67: loss = 658.3771, delta_loss = -2.219921E-6, learn_rate = 3.886064E-8
[DEBUG] 2020-08-24 18:38:03,539 -- CAMF_CU fold [3] iter 70: loss = 650.65106, delta_loss = 6.4759144E-5, learn_rate = 1.0200917E-8
[DEBUG] 2020-08-24 18:38:03,542 -- CAMF_CU fold [4] iter 67: loss = 607.8407, delta_loss = -2.6359098E-6, learn_rate = 3.886064E-8
[DEBUG] 2020-08-24 18:38:03,544 -- CAMF_CU fold [1] iter 68: loss = 634.19714, delta_loss = 1.2186484E-4, learn_rate = 1.943032E-8
[DEBUG] 2020-08-24 18:38:03,545 -- CAMF_CU fold [5] iter 68: loss = 658.37695, delta_loss = 1.255572E-4, learn_rate = 1.943032E-8
[DEBUG] 2020-08-24 18:38:03,545 -- CAMF_CU fold [3] iter 71: loss = 650.65106, delta_loss = -5.712651E-7, learn_rate = 1.0710964E-8
[DEBUG] 2020-08-24 18:38:03,548 -- CAMF_CU fold [2] iter 74: loss = 653.0273, delta_loss = 1.7840444E-5, learn_rate = 2.811628E-9
[DEBUG] 2020-08-24 18:38:03,548 -- CAMF_CU fold [4] iter 68: loss = 607.8406, delta_loss = 1.1684445E-4, learn_rate = 1.943032E-8
[DEBUG] 2020-08-24 18:38:03,549 -- CAMF_CU fold [1] iter 69: loss = 634.19714, delta_loss = -1.0867888E-6, learn_rate = 2.0401835E-8
[DEBUG] 2020-08-24 18:38:03,550 -- CAMF_CU fold [3] iter 72: loss = 650.651, delta_loss = 3.399855E-5, learn_rate = 5.355482E-9
[DEBUG] 2020-08-24 18:38:03,554 -- CAMF_CU fold [2] iter 75: loss = 653.0273, delta_loss = -1.9571178E-7, learn_rate = 2.9522094E-9
[DEBUG] 2020-08-24 18:38:03,555 -- CAMF_CU fold [1] iter 70: loss = 634.1971, delta_loss = 6.397904E-5, learn_rate = 1.0200917E-8
[DEBUG] 2020-08-24 18:38:03,556 -- CAMF_CU fold [3] iter 73: loss = 650.651, delta_loss = -2.9991918E-7, learn_rate = 5.623256E-9
[DEBUG] 2020-08-24 18:38:03,557 -- CAMF_CU fold [5] iter 69: loss = 658.37695, delta_loss = -1.1654549E-6, learn_rate = 2.0401835E-8
[DEBUG] 2020-08-24 18:38:03,561 -- CAMF_CU fold [2] iter 76: loss = 653.0273, delta_loss = 9.366217E-6, learn_rate = 1.4761047E-9
[DEBUG] 2020-08-24 18:38:03,561 -- CAMF_CU fold [4] iter 69: loss = 607.8406, delta_loss = -1.3838694E-6, learn_rate = 2.0401835E-8
[DEBUG] 2020-08-24 18:38:03,562 -- CAMF_CU fold [3] iter 74: loss = 650.651, delta_loss = 1.7849245E-5, learn_rate = 2.811628E-9
[DEBUG] 2020-08-24 18:38:03,563 -- CAMF_CU fold [5] iter 70: loss = 658.3769, delta_loss = 6.5917506E-5, learn_rate = 1.0200917E-8
[DEBUG] 2020-08-24 18:38:03,567 -- CAMF_CU fold [2] iter 77: loss = 653.0273, delta_loss = -1.0275903E-7, learn_rate = 1.5499099E-9
[DEBUG] 2020-08-24 18:38:03,567 -- CAMF_CU fold [4] iter 70: loss = 607.8405, delta_loss = 6.134335E-5, learn_rate = 1.0200917E-8
[DEBUG] 2020-08-24 18:38:03,569 -- CAMF_CU fold [5] iter 71: loss = 658.3769, delta_loss = -6.118602E-7, learn_rate = 1.0710964E-8
[DEBUG] 2020-08-24 18:38:03,570 -- CAMF_CU fold [3] iter 75: loss = 650.651, delta_loss = -1.5747173E-7, learn_rate = 2.9522094E-9
[DEBUG] 2020-08-24 18:38:03,573 -- CAMF_CU fold [4] iter 71: loss = 607.8405, delta_loss = -7.2653654E-7, learn_rate = 1.0710964E-8
[DEBUG] 2020-08-24 18:38:03,573 -- CAMF_CU fold [2] iter 78: loss = 653.0272, delta_loss = 4.9172813E-6, learn_rate = 7.7495493E-10
[DEBUG] 2020-08-24 18:38:03,574 -- CAMF_CU fold [5] iter 72: loss = 658.3769, delta_loss = 3.460669E-5, learn_rate = 5.355482E-9
[DEBUG] 2020-08-24 18:38:03,575 -- CAMF_CU fold [3] iter 76: loss = 650.651, delta_loss = 9.370859E-6, learn_rate = 1.4761047E-9
[DEBUG] 2020-08-24 18:38:03,578 -- CAMF_CU fold [4] iter 72: loss = 607.84045, delta_loss = 3.2205244E-5, learn_rate = 5.355482E-9
[DEBUG] 2020-08-24 18:38:03,580 -- CAMF_CU fold [5] iter 73: loss = 658.3769, delta_loss = -3.212224E-7, learn_rate = 5.623256E-9
[DEBUG] 2020-08-24 18:38:03,581 -- CAMF_CU fold [1] iter 71: loss = 634.1971, delta_loss = -5.705682E-7, learn_rate = 1.0710964E-8
[DEBUG] 2020-08-24 18:38:03,582 -- CAMF_CU fold [3] iter 77: loss = 650.651, delta_loss = -8.2663064E-8, learn_rate = 1.5499099E-9
[DEBUG] 2020-08-24 18:38:03,584 -- CAMF_CU fold [4] iter 73: loss = 607.84045, delta_loss = -3.814248E-7, learn_rate = 5.623256E-9
[DEBUG] 2020-08-24 18:38:03,585 -- CAMF_CU fold [2] iter 79: loss = 653.0272, delta_loss = -5.3961003E-8, learn_rate = 8.137027E-10
[DEBUG] 2020-08-24 18:38:03,587 -- CAMF_CU fold [1] iter 72: loss = 634.197, delta_loss = 3.3588985E-5, learn_rate = 5.355482E-9
[DEBUG] 2020-08-24 18:38:03,587 -- CAMF_CU fold [3] iter 78: loss = 650.651, delta_loss = 4.9197033E-6, learn_rate = 7.7495493E-10
[DEBUG] 2020-08-24 18:38:03,589 -- CAMF_CU fold [4] iter 74: loss = 607.84045, delta_loss = 1.690775E-5, learn_rate = 2.811628E-9
[DEBUG] 2020-08-24 18:38:03,590 -- CAMF_CU fold [5] iter 74: loss = 658.37683, delta_loss = 1.8168514E-5, learn_rate = 2.811628E-9
[DEBUG] 2020-08-24 18:38:03,591 -- CAMF_CU fold [2] iter 80: loss = 653.0272, delta_loss = 2.5815768E-6, learn_rate = 4.0685136E-10
[DEBUG] 2020-08-24 18:38:03,593 -- CAMF_CU fold [1] iter 73: loss = 634.197, delta_loss = -2.9953912E-7, learn_rate = 5.623256E-9
[DEBUG] 2020-08-24 18:38:03,593 -- CAMF_CU fold [3] iter 79: loss = 650.651, delta_loss = -4.34012E-8, learn_rate = 8.137027E-10
[DEBUG] 2020-08-24 18:38:03,596 -- CAMF_CU fold [5] iter 75: loss = 658.37683, delta_loss = -1.6864476E-7, learn_rate = 2.9522094E-9
[DEBUG] 2020-08-24 18:38:03,598 -- CAMF_CU fold [2] iter 81: loss = 653.0272, delta_loss = -2.8328827E-8, learn_rate = 4.2719392E-10
[DEBUG] 2020-08-24 18:38:03,599 -- CAMF_CU fold [3] iter 80: loss = 650.651, delta_loss = 2.5828472E-6, learn_rate = 4.0685136E-10
[DEBUG] 2020-08-24 18:38:03,599 -- CAMF_CU fold [1] iter 74: loss = 634.197, delta_loss = 1.763422E-5, learn_rate = 2.811628E-9
[DEBUG] 2020-08-24 18:38:03,603 -- CAMF_CU fold [5] iter 76: loss = 658.37683, delta_loss = 9.5384685E-6, learn_rate = 1.4761047E-9
[DEBUG] 2020-08-24 18:38:03,605 -- CAMF_CU fold [1] iter 75: loss = 634.197, delta_loss = -1.5726164E-7, learn_rate = 2.9522094E-9
[DEBUG] 2020-08-24 18:38:03,605 -- CAMF_CU fold [4] iter 75: loss = 607.84045, delta_loss = -2.0023992E-7, learn_rate = 2.9522094E-9
[DEBUG] 2020-08-24 18:38:03,605 -- CAMF_CU fold [2] iter 82: loss = 653.0272, delta_loss = 1.3553392E-6, learn_rate = 2.1359696E-10
[DEBUG] 2020-08-24 18:38:03,610 -- CAMF_CU fold [3] iter 81: loss = 650.651, delta_loss = -2.2787617E-8, learn_rate = 4.2719392E-10
[DEBUG] 2020-08-24 18:38:03,610 -- CAMF_CU fold [4] iter 76: loss = 607.84045, delta_loss = 8.876565E-6, learn_rate = 1.4761047E-9
[DEBUG] 2020-08-24 18:38:03,611 -- CAMF_CU fold [2] iter 83: loss = 653.0272, delta_loss = -1.4870011E-8, learn_rate = 2.242768E-10
[DEBUG] 2020-08-24 18:38:03,615 -- CAMF_CU fold [5] iter 77: loss = 658.37683, delta_loss = -8.854374E-8, learn_rate = 1.5499099E-9
[DEBUG] 2020-08-24 18:38:03,615 -- CAMF_CU fold [3] iter 82: loss = 650.651, delta_loss = 1.3559828E-6, learn_rate = 2.1359696E-10
[DEBUG] 2020-08-24 18:38:03,616 -- CAMF_CU fold [4] iter 77: loss = 607.84045, delta_loss = -1.051244E-7, learn_rate = 1.5499099E-9
[DEBUG] 2020-08-24 18:38:03,618 -- CAMF_CU fold [2] iter 84: loss = 653.0272, delta_loss = 7.1154807E-7, learn_rate = 1.121384E-10
[DEBUG] 2020-08-24 18:38:03,610 -- CAMF_CU fold [1] iter 76: loss = 634.197, delta_loss = 9.257964E-6, learn_rate = 1.4761047E-9
[DEBUG] 2020-08-24 18:38:03,621 -- CAMF_CU fold [5] iter 78: loss = 658.37683, delta_loss = 5.007704E-6, learn_rate = 7.7495493E-10
[DEBUG] 2020-08-24 18:38:03,622 -- CAMF_CU fold [3] iter 83: loss = 650.651, delta_loss = -1.1962015E-8, learn_rate = 2.242768E-10
[DEBUG] 2020-08-24 18:38:03,623 -- CAMF_CU fold [4] iter 78: loss = 607.84045, delta_loss = 4.660194E-6, learn_rate = 7.7495493E-10
[DEBUG] 2020-08-24 18:38:03,630 -- CAMF_CU fold [1] iter 77: loss = 634.197, delta_loss = -8.256552E-8, learn_rate = 1.5499099E-9
[DEBUG] 2020-08-24 18:38:03,634 -- CAMF_CU fold [3] iter 84: loss = 650.651, delta_loss = 7.118957E-7, learn_rate = 1.121384E-10
[DEBUG] 2020-08-24 18:38:03,634 -- CAMF_CU fold [5] iter 79: loss = 658.37683, delta_loss = -4.648416E-8, learn_rate = 8.137027E-10
[DEBUG] 2020-08-24 18:38:03,635 -- CAMF_CU fold [4] iter 79: loss = 607.84045, delta_loss = -5.5187797E-8, learn_rate = 8.137027E-10
[DEBUG] 2020-08-24 18:38:03,638 -- CAMF_CU fold [2] iter 85: loss = 653.0272, delta_loss = -7.800509E-9, learn_rate = 1.1774533E-10
[DEBUG] 2020-08-24 18:38:03,640 -- CAMF_CU fold [1] iter 78: loss = 634.197, delta_loss = 4.8604347E-6, learn_rate = 7.7495493E-10
[DEBUG] 2020-08-24 18:38:03,643 -- CAMF_CU fold [5] iter 80: loss = 658.37683, delta_loss = 2.6290425E-6, learn_rate = 4.0685136E-10
[DEBUG] 2020-08-24 18:38:03,643 -- CAMF_CU fold [4] iter 80: loss = 607.84045, delta_loss = 2.4465955E-6, learn_rate = 4.0685136E-10
[DEBUG] 2020-08-24 18:38:03,648 -- CAMF_CU fold [2] iter 86: loss = 653.0272, delta_loss = 3.7355835E-7, learn_rate = 5.8872664E-11
[DEBUG] 2020-08-24 18:38:03,651 -- CAMF_CU fold [5] iter 81: loss = 658.37683, delta_loss = -2.4411179E-8, learn_rate = 4.2719392E-10
[DEBUG] 2020-08-24 18:38:03,651 -- CAMF_CU fold [1] iter 79: loss = 634.197, delta_loss = -4.3346176E-8, learn_rate = 8.137027E-10
[DEBUG] 2020-08-24 18:38:03,653 -- CAMF_CU fold [4] iter 81: loss = 607.84045, delta_loss = -2.8977183E-8, learn_rate = 4.2719392E-10
[DEBUG] 2020-08-24 18:38:03,658 -- CAMF_CU fold [2] iter 87: loss = 653.0272, delta_loss = -4.0979558E-9, learn_rate = 6.1816295E-11
[DEBUG] 2020-08-24 18:38:03,659 -- CAMF_CU fold [5] iter 82: loss = 658.37683, delta_loss = 1.3802456E-6, learn_rate = 2.1359696E-10
[DEBUG] 2020-08-24 18:38:03,663 -- CAMF_CU fold [4] iter 82: loss = 607.84045, delta_loss = 1.2844662E-6, learn_rate = 2.1359696E-10
[DEBUG] 2020-08-24 18:38:03,667 -- CAMF_CU fold [2] iter 88: loss = 653.0272, delta_loss = 1.9611298E-7, learn_rate = 3.0908148E-11
[DEBUG] 2020-08-24 18:38:03,668 -- CAMF_CU fold [1] iter 80: loss = 634.197, delta_loss = 2.551718E-6, learn_rate = 4.0685136E-10
[DEBUG] 2020-08-24 18:38:03,671 -- CAMF_CU fold [5] iter 83: loss = 658.37683, delta_loss = -1.2814326E-8, learn_rate = 2.242768E-10
[DEBUG] 2020-08-24 18:38:03,671 -- CAMF_CU fold [3] iter 85: loss = 650.651, delta_loss = -6.2806293E-9, learn_rate = 1.1774533E-10
[DEBUG] 2020-08-24 18:38:03,674 -- CAMF_CU fold [4] iter 83: loss = 607.84045, delta_loss = -1.5215619E-8, learn_rate = 2.242768E-10
[DEBUG] 2020-08-24 18:38:03,677 -- CAMF_CU fold [1] iter 81: loss = 634.197, delta_loss = -2.275533E-8, learn_rate = 4.2719392E-10
[DEBUG] 2020-08-24 18:38:03,678 -- CAMF_CU fold [5] iter 84: loss = 658.37683, delta_loss = 7.246248E-7, learn_rate = 1.121384E-10
[DEBUG] 2020-08-24 18:38:03,679 -- CAMF_CU fold [3] iter 86: loss = 650.651, delta_loss = 3.737448E-7, learn_rate = 5.8872664E-11
[DEBUG] 2020-08-24 18:38:03,680 -- CAMF_CU fold [4] iter 84: loss = 607.84045, delta_loss = 6.743519E-7, learn_rate = 1.121384E-10
[DEBUG] 2020-08-24 18:38:03,683 -- CAMF_CU fold [1] iter 82: loss = 634.197, delta_loss = 1.3396602E-6, learn_rate = 2.1359696E-10
[DEBUG] 2020-08-24 18:38:03,684 -- CAMF_CU fold [5] iter 85: loss = 658.37683, delta_loss = -6.721507E-9, learn_rate = 1.1774533E-10
[DEBUG] 2020-08-24 18:38:03,684 -- CAMF_CU fold [3] iter 87: loss = 650.651, delta_loss = -3.3007836E-9, learn_rate = 6.1816295E-11
[DEBUG] 2020-08-24 18:38:03,686 -- CAMF_CU fold [4] iter 85: loss = 607.84045, delta_loss = -7.983203E-9, learn_rate = 1.1774533E-10
[DEBUG] 2020-08-24 18:38:03,689 -- CAMF_CU fold [1] iter 83: loss = 634.197, delta_loss = -1.1952807E-8, learn_rate = 2.242768E-10
[DEBUG] 2020-08-24 18:38:03,689 -- CAMF_CU fold [5] iter 86: loss = 658.37683, delta_loss = 3.8042992E-7, learn_rate = 5.8872664E-11
[DEBUG] 2020-08-24 18:38:03,690 -- CAMF_CU fold [3] iter 88: loss = 650.651, delta_loss = 1.9622064E-7, learn_rate = 3.0908148E-11
[DEBUG] 2020-08-24 18:38:03,691 -- CAMF_CU fold [4] iter 86: loss = 607.84045, delta_loss = 3.5403707E-7, learn_rate = 5.8872664E-11
[DEBUG] 2020-08-24 18:38:03,694 -- CAMF_CU fold [1] iter 84: loss = 634.197, delta_loss = 7.033241E-7, learn_rate = 1.121384E-10
[DEBUG] 2020-08-24 18:38:03,695 -- CAMF_CU fold [5] iter 87: loss = 658.37683, delta_loss = -3.5265657E-9, learn_rate = 6.1816295E-11
[DEBUG] 2020-08-24 18:38:03,696 -- CAMF_CU fold [3] iter 89: loss = 650.651, delta_loss = -1.7276989E-9, learn_rate = 3.2453554E-11
[DEBUG] 2020-08-24 18:38:03,697 -- CAMF_CU fold [4] iter 87: loss = 607.84045, delta_loss = -4.1945896E-9, learn_rate = 6.1816295E-11
[DEBUG] 2020-08-24 18:38:03,700 -- CAMF_CU fold [5] iter 88: loss = 658.37683, delta_loss = 1.9972458E-7, learn_rate = 3.0908148E-11
[DEBUG] 2020-08-24 18:38:03,702 -- CAMF_CU fold [3] iter 90: loss = 650.651, delta_loss = 1.0300937E-7, learn_rate = 1.6226777E-11
[DEBUG] 2020-08-24 18:38:03,703 -- CAMF_CU fold [2] iter 89: loss = 653.0272, delta_loss = -2.1519782E-9, learn_rate = 3.2453554E-11
[DEBUG] 2020-08-24 18:38:03,703 -- CAMF_CU fold [4] iter 88: loss = 607.84045, delta_loss = 1.858657E-7, learn_rate = 3.0908148E-11
[DEBUG] 2020-08-24 18:38:03,704 -- CAMF_CU fold [1] iter 85: loss = 634.197, delta_loss = -6.2707386E-9, learn_rate = 1.1774533E-10
[DEBUG] 2020-08-24 18:38:03,708 -- CAMF_CU fold [2] iter 90: loss = 653.0272, delta_loss = 1.0296026E-7, learn_rate = 1.6226777E-11
[DEBUG] 2020-08-24 18:38:03,709 -- CAMF_CU fold [5] iter 89: loss = 658.37683, delta_loss = -1.8548008E-9, learn_rate = 3.2453554E-11
[DEBUG] 2020-08-24 18:38:03,710 -- CAMF_CU fold [1] iter 86: loss = 634.197, delta_loss = 3.692486E-7, learn_rate = 5.8872664E-11
[DEBUG] 2020-08-24 18:38:03,710 -- CAMF_CU fold [3] iter 91: loss = 650.651, delta_loss = -9.071073E-10, learn_rate = 1.7038116E-11
[DEBUG] 2020-08-24 18:38:03,714 -- CAMF_CU fold [2] iter 91: loss = 653.0272, delta_loss = -1.1285692E-9, learn_rate = 1.7038116E-11
[DEBUG] 2020-08-24 18:38:03,715 -- CAMF_CU fold [5] iter 90: loss = 658.37683, delta_loss = 1.04854735E-7, learn_rate = 1.6226777E-11
[DEBUG] 2020-08-24 18:38:03,715 -- CAMF_CU fold [1] iter 87: loss = 634.197, delta_loss = -3.2865728E-9, learn_rate = 6.1816295E-11
[DEBUG] 2020-08-24 18:38:03,715 -- CAMF_CU fold [3] iter 92: loss = 650.651, delta_loss = 5.4079578E-8, learn_rate = 8.519058E-12
[DEBUG] 2020-08-24 18:38:03,720 -- CAMF_CU fold [2] iter 92: loss = 653.0272, delta_loss = 5.4052634E-8, learn_rate = 8.519058E-12
[DEBUG] 2020-08-24 18:38:03,721 -- CAMF_CU fold [5] iter 91: loss = 658.37683, delta_loss = -9.738415E-10, learn_rate = 1.7038116E-11
[DEBUG] 2020-08-24 18:38:03,721 -- CAMF_CU fold [1] iter 88: loss = 634.197, delta_loss = 1.9385914E-7, learn_rate = 3.0908148E-11
[DEBUG] 2020-08-24 18:38:03,721 -- CAMF_CU fold [3] iter 93: loss = 650.651, delta_loss = -4.778258E-10, learn_rate = 8.945011E-12
[DEBUG] 2020-08-24 18:38:03,725 -- CAMF_CU fold [2] iter 93: loss = 653.0272, delta_loss = -5.9128524E-10, learn_rate = 8.945011E-12
[DEBUG] 2020-08-24 18:38:03,727 -- CAMF_CU fold [5] iter 92: loss = 658.37683, delta_loss = 5.5053647E-8, learn_rate = 8.519058E-12
[DEBUG] 2020-08-24 18:38:03,727 -- CAMF_CU fold [1] iter 89: loss = 634.197, delta_loss = -1.7322463E-9, learn_rate = 3.2453554E-11
[DEBUG] 2020-08-24 18:38:03,728 -- CAMF_CU fold [3] iter 94: loss = 650.651, delta_loss = 2.8394197E-8, learn_rate = 4.4725057E-12
[DEBUG] 2020-08-24 18:38:03,732 -- CAMF_CU fold [5] iter 93: loss = 658.37683, delta_loss = -5.1363713E-10, learn_rate = 8.945011E-12
[DEBUG] 2020-08-24 18:38:03,732 -- CAMF_CU fold [1] iter 90: loss = 634.197, delta_loss = 1.0177291E-7, learn_rate = 1.6226777E-11
[DEBUG] 2020-08-24 18:38:03,733 -- CAMF_CU fold [3] iter 95: loss = 650.651, delta_loss = -2.5022473E-10, learn_rate = 4.6961306E-12
[DEBUG] 2020-08-24 18:38:03,734 -- CAMF_CU fold [4] iter 89: loss = 607.84045, delta_loss = -2.1991582E-9, learn_rate = 3.2453554E-11
[DEBUG] 2020-08-24 18:38:03,737 -- CAMF_CU fold [2] iter 94: loss = 653.0272, delta_loss = 2.8377144E-8, learn_rate = 4.4725057E-12
[DEBUG] 2020-08-24 18:38:03,740 -- CAMF_CU fold [5] iter 94: loss = 658.37683, delta_loss = 2.8899649E-8, learn_rate = 4.4725057E-12
[DEBUG] 2020-08-24 18:38:03,741 -- CAMF_CU fold [4] iter 90: loss = 607.84045, delta_loss = 9.758048E-8, learn_rate = 1.6226777E-11
