[INFO ] 2020-09-08 14:37:11,341 -- WorkingPath: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/
[INFO ] 2020-09-08 14:37:11,376 -- Your original rating data path: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//ratings.txt
[INFO ] 2020-09-08 14:37:11,376 -- Current working path: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/
[WARN ] 2020-09-08 14:37:11,389 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2020-09-08 14:37:11,438 -- User, Item, Rating, time:na, time:weekday, time:weekend, location:na, location:cinema, location:home, companion:na, companion:alone, companion:family, companion:partner
[INFO ] 2020-09-08 14:37:11,524 -- Data transformaton completed (from Compact to Binary format). See new rating file: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/train.csv
[INFO ] 2020-09-08 14:37:11,599 -- Dataset: .../source/datasets//results/train.csv
[INFO ] 2020-09-08 14:37:11,602 -- DataPath: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/train.csv
[INFO ] 2020-09-08 14:37:11,768 -- Rating data set has been successfully loaded.
[INFO ] 2020-09-08 14:37:11,781 -- 
/******************************************************************************************************
 *
 * Dataset: /home/wagno/Documents/Pesquisa_de_bolsa/CARSKit_Interface/source/datasets//results/train.csv
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 97
 * Item amount: 79
 * Rate amount: 5035
 * Context dimensions: 3 (time, location, companion)
 * Context conditions: 10 (time: 3, location: 3, companion: 4)
 * Context situations: 13
 * Data density: 1.8230%
 * Scale distribution: [1.0 x 829, 2.0 x 625, 4.0 x 1209, 5.0 x 1367, 3.0 x 1005]
 * Average value of all ratings: 3.328892
 * Standard deviation of all ratings: 1.414777
 * Mode of all rating values: 5.000000
 * Median of all rating values: 4.000000
 *
 ******************************************************************************************************/
[INFO ] 2020-09-08 14:37:11,782 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2020-09-08 14:37:11,817 -- Fold [1]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,826 -- Fold [2]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,834 -- Fold [3]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,840 -- Fold [4]: training amount: 4023, test amount: 1006
[DEBUG] 2020-09-08 14:37:11,844 -- Fold [5]: training amount: 4024, test amount: 1005
[DEBUG] 2020-09-08 14:37:12,251 -- CAMF_CU fold [3] iter 64: loss = 641.96375, delta_loss = 4.4051287E-4, learn_rate = 7.049549E-8
[DEBUG] 2020-09-08 14:37:12,252 -- CAMF_CU fold [1] iter 60: loss = 637.78735, delta_loss = 0.001615496, learn_rate = 2.5576594E-7
[DEBUG] 2020-09-08 14:37:12,251 -- CAMF_CU fold [5] iter 68: loss = 652.9333, delta_loss = 1.2365867E-4, learn_rate = 1.943032E-8
[DEBUG] 2020-09-08 14:37:12,251 -- CAMF_CU fold [4] iter 62: loss = 613.7279, delta_loss = -1.8624312E-5, learn_rate = 2.8198195E-7
[DEBUG] 2020-09-08 14:37:12,254 -- CAMF_CU fold [3] iter 65: loss = 641.96375, delta_loss = -5.3983626E-6, learn_rate = 7.4020264E-8
[DEBUG] 2020-09-08 14:37:12,254 -- CAMF_CU fold [2] iter 59: loss = 652.0828, delta_loss = 0.0032789886, learn_rate = 5.115319E-7
[DEBUG] 2020-09-08 14:37:12,255 -- CAMF_CU fold [1] iter 61: loss = 637.78735, delta_loss = -1.6389431E-5, learn_rate = 2.6855426E-7
[DEBUG] 2020-09-08 14:37:12,256 -- CAMF_CU fold [5] iter 69: loss = 652.9333, delta_loss = -1.3185814E-6, learn_rate = 2.0401835E-8
[DEBUG] 2020-09-08 14:37:12,256 -- CAMF_CU fold [4] iter 63: loss = 613.72705, delta_loss = 8.5405045E-4, learn_rate = 1.4099098E-7
[DEBUG] 2020-09-08 14:37:12,257 -- CAMF_CU fold [1] iter 62: loss = 637.7865, delta_loss = 8.4813463E-4, learn_rate = 1.3427713E-7
[DEBUG] 2020-09-08 14:37:12,258 -- CAMF_CU fold [3] iter 66: loss = 641.9635, delta_loss = 2.3126921E-4, learn_rate = 3.7010132E-8
[DEBUG] 2020-09-08 14:37:12,259 -- CAMF_CU fold [2] iter 60: loss = 652.0829, delta_loss = -3.190468E-5, learn_rate = 5.371085E-7
[DEBUG] 2020-09-08 14:37:12,260 -- CAMF_CU fold [1] iter 63: loss = 637.7865, delta_loss = -8.604635E-6, learn_rate = 1.4099098E-7
[DEBUG] 2020-09-08 14:37:12,260 -- CAMF_CU fold [5] iter 70: loss = 652.9332, delta_loss = 6.49208E-5, learn_rate = 1.0200917E-8
[DEBUG] 2020-09-08 14:37:12,260 -- CAMF_CU fold [3] iter 67: loss = 641.9635, delta_loss = -2.8341547E-6, learn_rate = 3.886064E-8
[DEBUG] 2020-09-08 14:37:12,261 -- CAMF_CU fold [1] iter 64: loss = 637.7861, delta_loss = 4.4527047E-4, learn_rate = 7.049549E-8
[DEBUG] 2020-09-08 14:37:12,262 -- CAMF_CU fold [5] iter 71: loss = 652.9332, delta_loss = -6.922505E-7, learn_rate = 1.0710964E-8
[DEBUG] 2020-09-08 14:37:12,260 -- CAMF_CU fold [4] iter 64: loss = 613.72705, delta_loss = -9.7779575E-6, learn_rate = 1.4804053E-7
[DEBUG] 2020-09-08 14:37:12,262 -- CAMF_CU fold [3] iter 68: loss = 641.9634, delta_loss = 1.2141632E-4, learn_rate = 1.943032E-8
[DEBUG] 2020-09-08 14:37:12,263 -- CAMF_CU fold [5] iter 72: loss = 652.93317, delta_loss = 3.4083423E-5, learn_rate = 5.355482E-9
[DEBUG] 2020-09-08 14:37:12,264 -- CAMF_CU fold [3] iter 69: loss = 641.9634, delta_loss = -1.4879399E-6, learn_rate = 2.0401835E-8
[DEBUG] 2020-09-08 14:37:12,264 -- CAMF_CU fold [2] iter 61: loss = 652.0812, delta_loss = 0.0017214657, learn_rate = 2.6855426E-7
[DEBUG] 2020-09-08 14:37:12,264 -- CAMF_CU fold [1] iter 65: loss = 637.7861, delta_loss = -4.5174834E-6, learn_rate = 7.4020264E-8
[DEBUG] 2020-09-08 14:37:12,264 -- CAMF_CU fold [4] iter 65: loss = 613.7266, delta_loss = 4.4837626E-4, learn_rate = 7.4020264E-8
[DEBUG] 2020-09-08 14:37:12,266 -- CAMF_CU fold [5] iter 73: loss = 652.93317, delta_loss = -3.634383E-7, learn_rate = 5.623256E-9
[DEBUG] 2020-09-08 14:37:12,266 -- CAMF_CU fold [3] iter 70: loss = 641.9633, delta_loss = 6.374356E-5, learn_rate = 1.0200917E-8
[DEBUG] 2020-09-08 14:37:12,267 -- CAMF_CU fold [1] iter 66: loss = 637.7858, delta_loss = 2.3376693E-4, learn_rate = 3.7010132E-8
[DEBUG] 2020-09-08 14:37:12,267 -- CAMF_CU fold [2] iter 62: loss = 652.0812, delta_loss = -1.6750757E-5, learn_rate = 2.8198195E-7
[DEBUG] 2020-09-08 14:37:12,268 -- CAMF_CU fold [5] iter 74: loss = 652.93317, delta_loss = 1.7893795E-5, learn_rate = 2.811628E-9
[DEBUG] 2020-09-08 14:37:12,268 -- CAMF_CU fold [3] iter 71: loss = 641.9633, delta_loss = -7.8116557E-7, learn_rate = 1.0710964E-8
[DEBUG] 2020-09-08 14:37:12,269 -- CAMF_CU fold [4] iter 66: loss = 613.7266, delta_loss = -5.133484E-6, learn_rate = 7.772128E-8
[DEBUG] 2020-09-08 14:37:12,270 -- CAMF_CU fold [3] iter 72: loss = 641.9633, delta_loss = 3.346538E-5, learn_rate = 5.355482E-9
[DEBUG] 2020-09-08 14:37:12,270 -- CAMF_CU fold [1] iter 67: loss = 637.7858, delta_loss = -2.3716852E-6, learn_rate = 3.886064E-8
[DEBUG] 2020-09-08 14:37:12,270 -- CAMF_CU fold [5] iter 75: loss = 652.93317, delta_loss = -1.9080551E-7, learn_rate = 2.9522094E-9
[DEBUG] 2020-09-08 14:37:12,271 -- CAMF_CU fold [2] iter 63: loss = 652.08026, delta_loss = 9.0376864E-4, learn_rate = 1.4099098E-7
[DEBUG] 2020-09-08 14:37:12,272 -- CAMF_CU fold [3] iter 73: loss = 641.9633, delta_loss = -4.101214E-7, learn_rate = 5.623256E-9
[DEBUG] 2020-09-08 14:37:12,272 -- CAMF_CU fold [1] iter 68: loss = 637.7857, delta_loss = 1.2272762E-4, learn_rate = 1.943032E-8
[DEBUG] 2020-09-08 14:37:12,272 -- CAMF_CU fold [4] iter 67: loss = 613.7264, delta_loss = 2.3539747E-4, learn_rate = 3.886064E-8
[DEBUG] 2020-09-08 14:37:12,274 -- CAMF_CU fold [5] iter 76: loss = 652.93317, delta_loss = 9.394242E-6, learn_rate = 1.4761047E-9
[DEBUG] 2020-09-08 14:37:12,275 -- CAMF_CU fold [1] iter 69: loss = 637.7857, delta_loss = -1.2451379E-6, learn_rate = 2.0401835E-8
[DEBUG] 2020-09-08 14:37:12,275 -- CAMF_CU fold [3] iter 74: loss = 641.96326, delta_loss = 1.7569326E-5, learn_rate = 2.811628E-9
[DEBUG] 2020-09-08 14:37:12,276 -- CAMF_CU fold [2] iter 64: loss = 652.08026, delta_loss = -8.794365E-6, learn_rate = 1.4804053E-7
[DEBUG] 2020-09-08 14:37:12,276 -- CAMF_CU fold [4] iter 68: loss = 613.7264, delta_loss = -2.695095E-6, learn_rate = 4.080367E-8
[DEBUG] 2020-09-08 14:37:12,277 -- CAMF_CU fold [1] iter 70: loss = 637.78564, delta_loss = 6.4431995E-5, learn_rate = 1.0200917E-8
[DEBUG] 2020-09-08 14:37:12,277 -- CAMF_CU fold [3] iter 75: loss = 641.96326, delta_loss = -2.1531162E-7, learn_rate = 2.9522094E-9
[DEBUG] 2020-09-08 14:37:12,278 -- CAMF_CU fold [5] iter 77: loss = 652.93317, delta_loss = -1.0017118E-7, learn_rate = 1.5499099E-9
[DEBUG] 2020-09-08 14:37:12,279 -- CAMF_CU fold [1] iter 71: loss = 637.78564, delta_loss = -6.5370386E-7, learn_rate = 1.0710964E-8
[DEBUG] 2020-09-08 14:37:12,279 -- CAMF_CU fold [3] iter 76: loss = 641.96326, delta_loss = 9.22389E-6, learn_rate = 1.4761047E-9
[DEBUG] 2020-09-08 14:37:12,279 -- CAMF_CU fold [4] iter 69: loss = 613.72626, delta_loss = 1.2358365E-4, learn_rate = 2.0401835E-8
[DEBUG] 2020-09-08 14:37:12,280 -- CAMF_CU fold [2] iter 65: loss = 652.0798, delta_loss = 4.744783E-4, learn_rate = 7.4020264E-8
[DEBUG] 2020-09-08 14:37:12,281 -- CAMF_CU fold [5] iter 78: loss = 652.93317, delta_loss = 4.931978E-6, learn_rate = 7.7495493E-10
[DEBUG] 2020-09-08 14:37:12,281 -- CAMF_CU fold [1] iter 72: loss = 637.78564, delta_loss = 3.3826796E-5, learn_rate = 5.355482E-9
[DEBUG] 2020-09-08 14:37:12,281 -- CAMF_CU fold [3] iter 77: loss = 641.96326, delta_loss = -1.130403E-7, learn_rate = 1.5499099E-9
[DEBUG] 2020-09-08 14:37:12,282 -- CAMF_CU fold [4] iter 70: loss = 613.72626, delta_loss = -1.4149236E-6, learn_rate = 2.1421927E-8
[DEBUG] 2020-09-08 14:37:12,283 -- CAMF_CU fold [1] iter 73: loss = 637.78564, delta_loss = -3.4318055E-7, learn_rate = 5.623256E-9
[DEBUG] 2020-09-08 14:37:12,283 -- CAMF_CU fold [3] iter 78: loss = 641.96326, delta_loss = 4.8425454E-6, learn_rate = 7.7495493E-10
[DEBUG] 2020-09-08 14:37:12,283 -- CAMF_CU fold [2] iter 66: loss = 652.07983, delta_loss = -4.617096E-6, learn_rate = 7.772128E-8
[DEBUG] 2020-09-08 14:37:12,284 -- CAMF_CU fold [5] iter 79: loss = 652.93317, delta_loss = -5.258778E-8, learn_rate = 8.137027E-10
[DEBUG] 2020-09-08 14:37:12,285 -- CAMF_CU fold [1] iter 74: loss = 637.78564, delta_loss = 1.7759057E-5, learn_rate = 2.811628E-9
[DEBUG] 2020-09-08 14:37:12,285 -- CAMF_CU fold [3] iter 79: loss = 641.96326, delta_loss = -5.9352715E-8, learn_rate = 8.137027E-10
[DEBUG] 2020-09-08 14:37:12,286 -- CAMF_CU fold [4] iter 71: loss = 613.7262, delta_loss = 6.488142E-5, learn_rate = 1.0710964E-8
[DEBUG] 2020-09-08 14:37:12,286 -- CAMF_CU fold [2] iter 67: loss = 652.0795, delta_loss = 2.4910105E-4, learn_rate = 3.886064E-8
[DEBUG] 2020-09-08 14:37:12,287 -- CAMF_CU fold [5] iter 80: loss = 652.93317, delta_loss = 2.5892846E-6, learn_rate = 4.0685136E-10
[DEBUG] 2020-09-08 14:37:12,287 -- CAMF_CU fold [1] iter 75: loss = 637.78564, delta_loss = -1.801734E-7, learn_rate = 2.9522094E-9
[DEBUG] 2020-09-08 14:37:12,288 -- CAMF_CU fold [3] iter 80: loss = 641.96326, delta_loss = 2.5423365E-6, learn_rate = 4.0685136E-10
[DEBUG] 2020-09-08 14:37:12,289 -- CAMF_CU fold [4] iter 72: loss = 613.7262, delta_loss = -7.428456E-7, learn_rate = 1.1246512E-8
[DEBUG] 2020-09-08 14:37:12,290 -- CAMF_CU fold [2] iter 68: loss = 652.0795, delta_loss = -2.4239996E-6, learn_rate = 4.080367E-8
[DEBUG] 2020-09-08 14:37:12,290 -- CAMF_CU fold [3] iter 81: loss = 641.96326, delta_loss = -3.1156787E-8, learn_rate = 4.2719392E-10
[DEBUG] 2020-09-08 14:37:12,290 -- CAMF_CU fold [1] iter 76: loss = 637.7856, delta_loss = 9.323509E-6, learn_rate = 1.4761047E-9
[DEBUG] 2020-09-08 14:37:12,290 -- CAMF_CU fold [5] iter 81: loss = 652.93317, delta_loss = -2.76126E-8, learn_rate = 4.2719392E-10
[DEBUG] 2020-09-08 14:37:12,296 -- CAMF_CU fold [4] iter 73: loss = 613.72614, delta_loss = 3.4062745E-5, learn_rate = 5.623256E-9
[DEBUG] 2020-09-08 14:37:12,296 -- CAMF_CU fold [3] iter 82: loss = 641.96326, delta_loss = 1.3347313E-6, learn_rate = 2.1359696E-10
[DEBUG] 2020-09-08 14:37:12,296 -- CAMF_CU fold [1] iter 77: loss = 637.7856, delta_loss = -9.4592906E-8, learn_rate = 1.5499099E-9
[DEBUG] 2020-09-08 14:37:12,296 -- CAMF_CU fold [5] iter 82: loss = 652.93317, delta_loss = 1.3593744E-6, learn_rate = 2.1359696E-10
[DEBUG] 2020-09-08 14:37:12,297 -- CAMF_CU fold [2] iter 69: loss = 652.0794, delta_loss = 1.3077802E-4, learn_rate = 2.0401835E-8
[DEBUG] 2020-09-08 14:37:12,299 -- CAMF_CU fold [1] iter 78: loss = 637.7856, delta_loss = 4.894848E-6, learn_rate = 7.7495493E-10
[DEBUG] 2020-09-08 14:37:12,299 -- CAMF_CU fold [3] iter 83: loss = 641.96326, delta_loss = -1.6357944E-8, learn_rate = 2.242768E-10
[DEBUG] 2020-09-08 14:37:12,300 -- CAMF_CU fold [4] iter 74: loss = 613.72614, delta_loss = -3.8998428E-7, learn_rate = 5.9044187E-9
[DEBUG] 2020-09-08 14:37:12,300 -- CAMF_CU fold [5] iter 83: loss = 652.93317, delta_loss = -1.4494958E-8, learn_rate = 2.242768E-10
[DEBUG] 2020-09-08 14:37:12,301 -- CAMF_CU fold [2] iter 70: loss = 652.0794, delta_loss = -1.2725903E-6, learn_rate = 2.1421927E-8
[DEBUG] 2020-09-08 14:37:12,301 -- CAMF_CU fold [1] iter 79: loss = 637.7856, delta_loss = -4.9668074E-8, learn_rate = 8.137027E-10
[DEBUG] 2020-09-08 14:37:12,302 -- CAMF_CU fold [3] iter 84: loss = 641.96326, delta_loss = 7.0072815E-7, learn_rate = 1.121384E-10
[DEBUG] 2020-09-08 14:37:12,303 -- CAMF_CU fold [4] iter 75: loss = 613.72614, delta_loss = 1.7882934E-5, learn_rate = 2.9522094E-9
[DEBUG] 2020-09-08 14:37:12,303 -- CAMF_CU fold [1] iter 80: loss = 637.7856, delta_loss = 2.569804E-6, learn_rate = 4.0685136E-10
[DEBUG] 2020-09-08 14:37:12,303 -- CAMF_CU fold [5] iter 84: loss = 652.93317, delta_loss = 7.136773E-7, learn_rate = 1.121384E-10
[DEBUG] 2020-09-08 14:37:12,304 -- CAMF_CU fold [2] iter 71: loss = 652.07935, delta_loss = 6.865845E-5, learn_rate = 1.0710964E-8
[DEBUG] 2020-09-08 14:37:12,305 -- CAMF_CU fold [1] iter 81: loss = 637.7856, delta_loss = -2.6074076E-8, learn_rate = 4.2719392E-10
[DEBUG] 2020-09-08 14:37:12,305 -- CAMF_CU fold [3] iter 85: loss = 641.96326, delta_loss = -8.58563E-9, learn_rate = 1.1774533E-10
[DEBUG] 2020-09-08 14:37:12,306 -- CAMF_CU fold [4] iter 76: loss = 613.72614, delta_loss = -2.0472999E-7, learn_rate = 3.0998197E-9
[DEBUG] 2020-09-08 14:37:12,306 -- CAMF_CU fold [5] iter 85: loss = 652.93317, delta_loss = -7.608378E-9, learn_rate = 1.1774533E-10
[DEBUG] 2020-09-08 14:37:12,307 -- CAMF_CU fold [2] iter 72: loss = 652.07935, delta_loss = -6.6811197E-7, learn_rate = 1.1246512E-8
[DEBUG] 2020-09-08 14:37:12,308 -- CAMF_CU fold [1] iter 82: loss = 637.7856, delta_loss = 1.3491356E-6, learn_rate = 2.1359696E-10
[DEBUG] 2020-09-08 14:37:12,308 -- CAMF_CU fold [3] iter 86: loss = 641.96326, delta_loss = 3.6788242E-7, learn_rate = 5.8872664E-11
[DEBUG] 2020-09-08 14:37:12,310 -- CAMF_CU fold [4] iter 77: loss = 613.72614, delta_loss = 9.388535E-6, learn_rate = 1.5499099E-9
[DEBUG] 2020-09-08 14:37:12,310 -- CAMF_CU fold [2] iter 73: loss = 652.07935, delta_loss = 3.604567E-5, learn_rate = 5.623256E-9
[DEBUG] 2020-09-08 14:37:12,310 -- CAMF_CU fold [5] iter 86: loss = 652.93317, delta_loss = 3.7467862E-7, learn_rate = 5.8872664E-11
[DEBUG] 2020-09-08 14:37:12,310 -- CAMF_CU fold [1] iter 83: loss = 637.7856, delta_loss = -1.3678687E-8, learn_rate = 2.242768E-10
[DEBUG] 2020-09-08 14:37:12,311 -- CAMF_CU fold [3] iter 87: loss = 641.96326, delta_loss = -4.512458E-9, learn_rate = 6.1816295E-11
[DEBUG] 2020-09-08 14:37:12,312 -- CAMF_CU fold [2] iter 74: loss = 652.07935, delta_loss = -3.5075254E-7, learn_rate = 5.9044187E-9
[DEBUG] 2020-09-08 14:37:12,313 -- CAMF_CU fold [1] iter 84: loss = 637.7856, delta_loss = 7.082899E-7, learn_rate = 1.121384E-10
[DEBUG] 2020-09-08 14:37:12,313 -- CAMF_CU fold [3] iter 88: loss = 641.96326, delta_loss = 1.9313757E-7, learn_rate = 3.0908148E-11
[DEBUG] 2020-09-08 14:37:12,313 -- CAMF_CU fold [4] iter 78: loss = 613.72614, delta_loss = -1.07496476E-7, learn_rate = 1.6274054E-9
[DEBUG] 2020-09-08 14:37:12,313 -- CAMF_CU fold [5] iter 87: loss = 652.93317, delta_loss = -3.9956376E-9, learn_rate = 6.1816295E-11
[DEBUG] 2020-09-08 14:37:12,317 -- CAMF_CU fold [2] iter 75: loss = 652.0793, delta_loss = 1.8923996E-5, learn_rate = 2.9522094E-9
[DEBUG] 2020-09-08 14:37:12,317 -- CAMF_CU fold [1] iter 85: loss = 637.7856, delta_loss = -7.177732E-9, learn_rate = 1.1774533E-10
[DEBUG] 2020-09-08 14:37:12,318 -- CAMF_CU fold [3] iter 89: loss = 641.96326, delta_loss = -2.3668463E-9, learn_rate = 3.2453554E-11
[DEBUG] 2020-09-08 14:37:12,322 -- CAMF_CU fold [5] iter 88: loss = 652.93317, delta_loss = 1.9670597E-7, learn_rate = 3.0908148E-11
[DEBUG] 2020-09-08 14:37:12,323 -- CAMF_CU fold [1] iter 86: loss = 637.7856, delta_loss = 3.7185816E-7, learn_rate = 5.8872664E-11
[DEBUG] 2020-09-08 14:37:12,323 -- CAMF_CU fold [4] iter 79: loss = 613.72614, delta_loss = 4.9289865E-6, learn_rate = 8.137027E-10
[DEBUG] 2020-09-08 14:37:12,323 -- CAMF_CU fold [2] iter 76: loss = 652.0793, delta_loss = -1.8415778E-7, learn_rate = 3.0998197E-9
[DEBUG] 2020-09-08 14:37:12,323 -- CAMF_CU fold [3] iter 90: loss = 641.96326, delta_loss = 1.0139843E-7, learn_rate = 1.6226777E-11
[DEBUG] 2020-09-08 14:37:12,326 -- CAMF_CU fold [1] iter 87: loss = 637.7856, delta_loss = -3.7690597E-9, learn_rate = 6.1816295E-11
[DEBUG] 2020-09-08 14:37:12,326 -- CAMF_CU fold [3] iter 91: loss = 641.96326, delta_loss = -1.2433929E-9, learn_rate = 1.7038116E-11
[DEBUG] 2020-09-08 14:37:12,326 -- CAMF_CU fold [2] iter 77: loss = 652.0793, delta_loss = 9.935097E-6, learn_rate = 1.5499099E-9
[DEBUG] 2020-09-08 14:37:12,327 -- CAMF_CU fold [5] iter 89: loss = 652.93317, delta_loss = -2.1013875E-9, learn_rate = 3.2453554E-11
[DEBUG] 2020-09-08 14:37:12,327 -- CAMF_CU fold [4] iter 80: loss = 613.72614, delta_loss = -5.644165E-8, learn_rate = 8.5438784E-10
[DEBUG] 2020-09-08 14:37:12,330 -- CAMF_CU fold [1] iter 88: loss = 637.7856, delta_loss = 1.9522508E-7, learn_rate = 3.0908148E-11
[DEBUG] 2020-09-08 14:37:12,330 -- CAMF_CU fold [3] iter 92: loss = 641.96326, delta_loss = 5.3237954E-8, learn_rate = 8.519058E-12
[DEBUG] 2020-09-08 14:37:12,331 -- CAMF_CU fold [2] iter 78: loss = 652.0793, delta_loss = -9.6682356E-8, learn_rate = 1.6274054E-9
[DEBUG] 2020-09-08 14:37:12,331 -- CAMF_CU fold [5] iter 90: loss = 652.93317, delta_loss = 1.03266984E-7, learn_rate = 1.6226777E-11
[DEBUG] 2020-09-08 14:37:12,332 -- CAMF_CU fold [4] iter 81: loss = 613.72614, delta_loss = 2.5877218E-6, learn_rate = 4.2719392E-10
[DEBUG] 2020-09-08 14:37:12,333 -- CAMF_CU fold [1] iter 89: loss = 637.7856, delta_loss = -1.9786057E-9, learn_rate = 3.2453554E-11
[DEBUG] 2020-09-08 14:37:12,333 -- CAMF_CU fold [3] iter 93: loss = 641.96326, delta_loss = -6.540404E-10, learn_rate = 8.945011E-12
[DEBUG] 2020-09-08 14:37:12,336 -- CAMF_CU fold [2] iter 79: loss = 652.0793, delta_loss = 5.2159157E-6, learn_rate = 8.137027E-10
[DEBUG] 2020-09-08 14:37:12,336 -- CAMF_CU fold [5] iter 91: loss = 652.93317, delta_loss = -1.1024213E-9, learn_rate = 1.7038116E-11
[DEBUG] 2020-09-08 14:37:12,336 -- CAMF_CU fold [4] iter 82: loss = 613.72614, delta_loss = -2.9628836E-8, learn_rate = 4.485536E-10
[DEBUG] 2020-09-08 14:37:12,337 -- CAMF_CU fold [3] iter 94: loss = 641.96326, delta_loss = 2.7944793E-8, learn_rate = 4.4725057E-12
[DEBUG] 2020-09-08 14:37:12,337 -- CAMF_CU fold [1] iter 90: loss = 637.7856, delta_loss = 1.02494255E-7, learn_rate = 1.6226777E-11
[DEBUG] 2020-09-08 14:37:12,340 -- CAMF_CU fold [3] iter 95: loss = 641.96326, delta_loss = -3.393552E-10, learn_rate = 4.6961306E-12
[DEBUG] 2020-09-08 14:37:12,340 -- CAMF_CU fold [5] iter 92: loss = 652.93317, delta_loss = 5.4218276E-8, learn_rate = 8.519058E-12
[DEBUG] 2020-09-08 14:37:12,340 -- CAMF_CU fold [4] iter 83: loss = 613.72614, delta_loss = 1.3585602E-6, learn_rate = 2.242768E-10
[DEBUG] 2020-09-08 14:37:12,341 -- CAMF_CU fold [2] iter 80: loss = 652.0793, delta_loss = -5.0744234E-8, learn_rate = 8.5438784E-10
[DEBUG] 2020-09-08 14:37:12,342 -- CAMF_CU fold [1] iter 91: loss = 637.7856, delta_loss = -1.0388703E-9, learn_rate = 1.7038116E-11
[DEBUG] 2020-09-08 14:37:12,345 -- CAMF_CU fold [3] iter 96: loss = 641.96326, delta_loss = 1.4669922E-8, learn_rate = 2.3480653E-12
[DEBUG] 2020-09-08 14:37:12,345 -- CAMF_CU fold [5] iter 93: loss = 652.93317, delta_loss = -5.82304E-10, learn_rate = 8.945011E-12
[DEBUG] 2020-09-08 14:37:12,345 -- CAMF_CU fold [4] iter 84: loss = 613.72614, delta_loss = -1.5555997E-8, learn_rate = 2.3549065E-10
[DEBUG] 2020-09-08 14:37:12,346 -- CAMF_CU fold [1] iter 92: loss = 637.7856, delta_loss = 5.380491E-8, learn_rate = 8.519058E-12
[DEBUG] 2020-09-08 14:37:12,346 -- CAMF_CU fold [2] iter 81: loss = 652.0793, delta_loss = 2.7383537E-6, learn_rate = 4.2719392E-10
[DEBUG] 2020-09-08 14:37:12,348 -- CAMF_CU fold [3] iter 97: loss = 641.96326, delta_loss = -1.7951152E-10, learn_rate = 2.4654688E-12
[DEBUG] 2020-09-08 14:37:12,349 -- CAMF_CU fold [1] iter 93: loss = 637.7856, delta_loss = -5.466063E-10, learn_rate = 8.945011E-12
[DEBUG] 2020-09-08 14:37:12,349 -- CAMF_CU fold [5] iter 94: loss = 652.93317, delta_loss = 2.8468662E-8, learn_rate = 4.4725057E-12
[DEBUG] 2020-09-08 14:37:12,349 -- CAMF_CU fold [4] iter 85: loss = 613.72614, delta_loss = 7.1324223E-7, learn_rate = 1.1774533E-10
[DEBUG] 2020-09-08 14:37:12,352 -- CAMF_CU fold [2] iter 82: loss = 652.0793, delta_loss = -2.664126E-8, learn_rate = 4.485536E-10
[DEBUG] 2020-09-08 14:37:12,352 -- CAMF_CU fold [3] iter 98: loss = 641.96326, delta_loss = 7.706831E-9, learn_rate = 1.2327344E-12
[DEBUG] 2020-09-08 14:37:12,353 -- CAMF_CU fold [1] iter 94: loss = 637.7856, delta_loss = 2.8249701E-8, learn_rate = 4.4725057E-12
[DEBUG] 2020-09-08 14:37:12,354 -- CAMF_CU fold [5] iter 95: loss = 652.93317, delta_loss = -3.049081E-10, learn_rate = 4.6961306E-12
[DEBUG] 2020-09-08 14:37:12,354 -- CAMF_CU fold [4] iter 86: loss = 613.72614, delta_loss = -8.172833E-9, learn_rate = 1.2363259E-10
[DEBUG] 2020-09-08 14:37:12,355 -- CAMF_CU fold [3] iter 99: loss = 641.96326, delta_loss = -9.492851E-11, learn_rate = 1.2943711E-12
[DEBUG] 2020-09-08 14:37:12,356 -- CAMF_CU fold [1] iter 95: loss = 637.7856, delta_loss = -2.8910563E-10, learn_rate = 4.6961306E-12
[DEBUG] 2020-09-08 14:37:12,357 -- CAMF_CU fold [2] iter 83: loss = 652.0793, delta_loss = 1.437642E-6, learn_rate = 2.242768E-10
[DEBUG] 2020-09-08 14:37:12,357 -- CAMF_CU fold [5] iter 96: loss = 652.93317, delta_loss = 1.4943453E-8, learn_rate = 2.3480653E-12
[DEBUG] 2020-09-08 14:37:12,358 -- CAMF_CU fold [4] iter 87: loss = 613.72614, delta_loss = 3.7444806E-7, learn_rate = 6.1816295E-11
[DEBUG] 2020-09-08 14:37:12,358 -- CAMF_CU fold [3] iter 100: loss = 641.96326, delta_loss = 4.04566E-9, learn_rate = 6.4718554E-13
[DEBUG] 2020-09-08 14:37:12,358 -- CAMF_CU fold [1] iter 96: loss = 637.7856, delta_loss = 1.4831016E-8, learn_rate = 2.3480653E-12
